Interaction_Type,TP,TN,FP,FN,ALL, MCC,FSCORE,FM_INDEX,J_INDEX, PRECISION, RECALL, Specificity,BA,FOR, PT,CSI,MK,JBIndex
Binary,10,9,3,12,34,0.201146,0.571429,0.591312,0.4,0.769231,0.454545,0.75,0.602273,0.571429,0.440398,0.4,0.197802,0.454544
