Interaction_Type,TP,TN,FP,FN,ALL, MCC,FSCORE,FM_INDEX,J_INDEX, PRECISION, RECALL, Specificity, BA, FOR,PT,CSI,MK,JBIndex
AllBasePairs,28,249977,166,815,250986,0.0677666,0.0540019,0.0692378,0.0277502,0.14433,0.0332147,0.999336,0.516276,0.0032497,0.958149,0.0277502,0.14108,0.0166074
