Interaction_Type,TP,TN,FP,FN,ALL, MCC,FSCORE,FM_INDEX,J_INDEX, PRECISION, RECALL, Specificity,BA,FOR, PT,CSI,MK,JBIndex
Binary,26,4,14,12,56,-0.0967302,0.666667,0.666886,0.5,0.65,0.684211,0.222222,0.453216,0.75,0.218711,0.5,-0.1,0.649999
