Interaction_Type,TP,TN,FP,FN,ALL, MCC,FSCORE,FM_INDEX,J_INDEX, PRECISION, RECALL, Specificity, BA, FOR,PT,CSI,MK,JBIndex
AllBasePairs,2,1412,28,43,1485,0.0304604,0.0533333,0.0544331,0.0273973,0.0666667,0.0444444,0.980556,0.5125,0.0295533,0.85549,0.0273973,0.0371134,0.0222222
