Interaction_Type,TP,TN,FP,FN,ALL, MCC,FSCORE,FM_INDEX,J_INDEX, PRECISION, RECALL, Specificity, BA, FOR,PT,CSI,MK,JBIndex
AllBasePairs,0,495,11,22,528,-0.030415,0,0,0,0,0,0.978261,0.48913,0.0425532,0.871504,0,-0.0425532,0
