Interaction_Type,TP,TN,FP,FN,ALL, MCC,F1,FM,J, PRECISION, RECALL, Specificity,BA,FOR, PT,CSI,MK,B
Binary,49,311,2,3,365,0.943543,0.951456,0.951501,0.907407,0.960784,0.942308,0.99361,0.967959,0.00955414,0.180216,0.907407,0.95123,0.942307
