Interaction_Type,TP,TN,FP,FN,ALL, MCC,FSCORE,FM_INDEX,J_INDEX, PRECISION, RECALL, Specificity,BA,FOR, PT,CSI,MK,JBIndex
Binary,55,408,26,221,710,0.213694,0.308123,0.367846,0.652113,0.679012,0.199275,0.940092,0.569684,0.351351,0.702641,0.182119,0.327661,0.199275
